course_type,course_title,course_rating,course_link,course_skill,course_job
Course,Visual Elements of User Interface Design,4.8,https://www.coursera.org/learn/visual-elements-user-interface-design,[],"['Designers', 'Graphic Designers', 'UI/UX Designers', 'User Experience Researchers', 'Art Directors', 'Designers', 'Graphic Designers', 'UI/UX Designers', 'User Experience Researchers', 'Art Directors']"
Course,Introduction to the Biology of Cancer,4.7,https://www.coursera.org/learn/cancer,"['Cancer', 'Biology', 'Cancer Biology', 'Cancer Genetics']","['Biologists', 'Scientists', 'Pharmacists', 'Biostatisticians', 'Medical Doctors', 'Biologists', 'Scientists', 'Pharmacists', 'Biostatisticians', 'Medical Doctors']"
Course,Fundamentals of Graphic Design,4.8,https://www.coursera.org/learn/fundamentals-of-graphic-design,"['Creativity', 'Graphics', 'Design Theory', 'Color Theory']","['Graphic Designers', 'Artists', 'Designers', 'Instructional Designers', 'UI/UX Designers']"
Course,Python Basics,4.8,https://www.coursera.org/learn/python-basics,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Marketing Analytics,4.6,https://www.coursera.org/learn/uva-darden-market-analytics,"['Marketing Experiments', 'Customer Lifetime Value', 'Regression Analysis', 'Marketing Analytics', 'Brand Equity']","['Marketers', 'Marketing Managers', 'Marketing Specialists', 'Marketing Analysts', 'User Experience Researchers', 'Marketers', 'Marketing Managers', 'Marketing Specialists', 'Marketing Analysts', 'User Experience Researchers']"
Course,Agile with Atlassian Jira,4.7,https://www.coursera.org/learn/agile-atlassian-jira,[],"['Project Managers', 'Business Analysts', 'IT Managers', 'Program Managers', 'Product Managers']"
Course,Fundamentals of Project Planning and Management,4.7,https://www.coursera.org/learn/uva-darden-project-management,"['Risk Analysis', 'Project Planning', 'Planning', 'Management', 'Project Management']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,"Programming Foundations with JavaScript, HTML and CSS",4.6,https://www.coursera.org/learn/duke-programming-web,"['Html', 'JavaScript', 'Cascading Style Sheets (CCS)', 'Html5']","['Communication Technicians', 'Customer Care Reps', 'Technical Writers', 'Systems Engineers', 'Technical Support Associates', 'Communication Technicians', 'Customer Care Reps', 'Technical Writers', 'Systems Engineers', 'Technical Support Associates']"
Course,Introduction to Probability and Data,4.7,https://www.coursera.org/learn/probability-intro,"['Statistics', 'R Programming', 'Rstudio', 'Exploratory Data Analysis']","['Biologists', 'Data Analysts', 'Data Scientists', 'User Experience Researchers', 'Researchers']"
Course,Data Analysis with Python,4.6,https://www.coursera.org/learn/data-analysis-with-python,"['Predictive Modelling', 'Python Programming', 'Data Analysis', 'Data Visualization (DataViz)', 'Model Selection']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Social Psychology,4.9,https://www.coursera.org/learn/social-psychology,[],"['Psychiatrists', 'User Experience Researchers', 'Psychologists', 'Customer Care Reps', 'Receptionists']"
Course,Engineering Health: Introduction to Yoga and Physiology,4,https://www.coursera.org/learn/engineering-health-yoga-physiology,[],"['Therapists', 'Social Workers', 'Psychologists', 'Nurses', 'Entrepreneurs']"
Course,Access Controls,4.6,https://www.coursera.org/learn/access-control-sscp,[],"['Security Engineers', 'Systems Engineers', 'IT Support', 'Technical Solutions Engineers', 'Technical Support Associates']"
Course,Marketing in a Digital World,4.7,https://www.coursera.org/learn/marketing-digital,"['Marketing', 'Digital Marketing', 'Marketing Mix', 'Pricing Strategies']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Child Nutrition and Cooking,4.7,https://www.coursera.org/learn/childnutrition,"['Nutrition', 'Organic Food', 'Food Safety', 'Food Science']","['Nutritionists', 'Chefs', 'Pharmacists', 'Medical Doctors', 'Nurses', 'Nutritionists', 'Chefs', 'Pharmacists', 'Medical Doctors', 'Nurses']"
Course,Positive Psychology: Martin E. P. Seligman’s Visionary Science,4.8,https://www.coursera.org/learn/positive-psychology-visionary-science,"['Character Strengths And Virtues', 'Gratitude', 'Positive Education', 'Positive Psychology']","['Psychiatrists', 'Therapists', 'Psychologists', 'Paralegals', 'Copywriters', 'Psychiatrists', 'Therapists', 'Psychologists', 'Paralegals', 'Copywriters']"
Course,"Excel/VBA for Creative Problem Solving, Part 1",4.9,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1,"['Microsoft Excel Vba', 'Computer Programming', 'Problem Solving', 'Debugging']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Fundamentals of Visualization with Tableau,4.5,https://www.coursera.org/learn/data-visualization-tableau,"['Tableau Software', 'Data Virtualization', 'Data Visualization (DataViz)', 'Visualization (Computer Graphics)']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Introduction to Artificial Intelligence (AI),4.7,https://www.coursera.org/learn/introduction-to-ai,"['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning']","['Technical Writers', 'Chief Financial Officers (CFOs)', 'Chief Technology Officers (CTOs)', 'Technical Solutions Engineers', 'Machine Learning Engineers']"
Course,Understanding the Brain: The Neurobiology of Everyday Life,4.9,https://www.coursera.org/learn/neurobiology,"['Brain', 'Neurological Disorders', 'Neurobiology', 'Neurology']","['Psychiatrists', 'Therapists', 'Psychologists', 'Medical Doctors', 'Biologists']"
Course,Business Transformation with Google Cloud,4.7,https://www.coursera.org/learn/business-transformation-google-cloud,"['Organizational Culture', 'Business Transformation', 'Business Value', 'Business Strategy', 'Business Case Analysis']","['Account Managers', 'Operations Managers', 'Technical Solutions Engineers', 'Consultants', 'Data Engineers']"
Course,Python and Statistics for Financial Analysis,4.5,https://www.coursera.org/learn/python-statistics-financial-analysis,[],"['Risk Managers', 'Traders', 'Financial Analysts', 'Auditors', 'Economists']"
Course,Modern Art & Ideas,4.7,https://www.coursera.org/learn/modern-art-ideas,"['Art History', 'Art', 'History', 'Art Direction']","['Artists', 'Copywriters', 'Photographers', 'Designers', 'Graphic Designers', 'Artists', 'Copywriters', 'Photographers', 'Designers', 'Graphic Designers']"
Course,First Step Korean,4.8,https://www.coursera.org/learn/learn-korean,"['Grammar', 'Korean Language', 'Speech', 'Writing']","['Translators', 'Customer Care Reps', 'Psychiatrists', 'Receptionists', 'Secretaries']"
Course,Organizational Analysis,4.7,https://www.coursera.org/learn/organizational-analysis,"['Management', 'Organizational Theory', 'Organizational Analysis', 'Organizational Culture']","['HR Specialists', 'Human Resources', 'Chief Financial Officers (CFOs)', 'User Experience Researchers', 'Economists']"
Course,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",4.8,https://www.coursera.org/learn/global-sustainable-development,[],"['Project Coordinators', 'Communication Technicians', 'Social Workers', 'Lawyers', 'Auditors', 'Project Coordinators', 'Communication Technicians', 'Social Workers', 'Lawyers', 'Auditors']"
Course,Understanding and Visualizing Data with Python,4.6,https://www.coursera.org/learn/understanding-visualization-data,"['Statistics', 'Data Analysis', 'Python Programming', 'Data Visualization (DataViz)']","['Data Scientists', 'Data Analysts', 'Biostatisticians', 'Process Analysts', 'Risk Managers']"
Course,Construction Project Management,4.8,https://www.coursera.org/learn/construction-project-management,"['Project Management', 'Construction Management', 'Work Breakdown Structure', 'Project Planning']","['Project Coordinators', 'Project Managers', 'Engineers', 'Managing Partners', 'Real Estate Brokers', 'Project Coordinators', 'Project Managers', 'Engineers', 'Managing Partners', 'Real Estate Brokers']"
Course,"Social Norms, Social Change I",4.6,https://www.coursera.org/learn/norms,"['Education', 'Social Psychology', 'Research Methods', 'Qualitative Research']","['Social Workers', 'Assistant Directors', 'Psychiatrists', 'Public Relations Specialists', 'Project Coordinators']"
Course,Mathematics for Machine Learning: Multivariate Calculus,4.7,https://www.coursera.org/learn/multivariate-calculus-machine-learning,"['Linear Regression', 'Vector Calculus', 'Multivariable Calculus', 'Gradient Descent']","['Data Scientists', 'Machine Learning Engineers', 'Biostatisticians', 'Data Analysts', 'Scientists']"
Course,International Organizations Management,4.8,https://www.coursera.org/learn/international-organizations-management,[],"['Translators', 'Executive Assistants', 'Project Coordinators', 'Receptionists', 'Executive Directors']"
Course,Introduction to Cybersecurity Tools & Cyber Attacks,4.6,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,"['Information Security (INFOSEC)', 'IBM New Collar', 'Malware', 'Cybersecurity', 'Cyber Attacks']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,IBM Customer Engagement Specialist Professional Certificate,4.8,https://www.coursera.org/learn/ibm-customer-engagement-specialist,"['Process Management', 'Communication', 'Problem Solving', 'IT Customer Support']","['Customer Care Reps', 'Customer Service Agents', 'Technical Support Associates', 'Account Managers', 'Business Developers']"
Course,Data-driven Decision Making,4.6,https://www.coursera.org/learn/decision-making,"['Data-Informed Decision-Making', 'Big Data', 'Data Analysis', 'Data Visualization (DataViz)']","['Auditors', 'Accountants', 'Chief Financial Officers (CFOs)', 'Financial Advisors', 'Controllers']"
Course,AWS Fundamentals: Building Serverless Applications,4.6,https://www.coursera.org/learn/aws-fundamentals-building-serverless-applications,"['AWS Lambda', 'Amazon Lex', 'Amazon API Gateway', 'serverless architecture', 'Amazon Dynamodb']","['Technical Leads', 'IT Managers', 'Security Engineers', 'Technical Solutions Engineers', 'Software Engineers']"
Course,Microeconomics Principles,4.8,https://www.coursera.org/learn/microeconomics,"['Microeconomics', 'Economic Analysis', 'Economics', 'Pricing', 'Critical Thinking']","['Economists', 'Program Coordinators', 'Assistants', 'Traders', 'Retailers']"
Course,Learn to Program: The Fundamentals,4.7,https://www.coursera.org/learn/learn-to-program,"['Python Syntax And Semantics', 'Computer Programming', 'Python Programming', 'Idle (Python)']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Drug Development,4.6,https://www.coursera.org/learn/drug-development,"['Clinical Research', 'Drug Development', 'Clinical Trial Design', 'Clinical Development']","['Pharmacists', 'Scientists', 'Biologists', 'Biostatisticians', 'Associate Directors']"
Course,Getting Started with SAS Programming,4.8,https://www.coursera.org/learn/sas-programming-basics,[],"['Biostatisticians', 'Data Analysts', 'Risk Managers', 'Data Scientists', 'Business Analysts']"
Course,"Brand Management: Aligning Business, Brand and Behaviour",4.9,https://www.coursera.org/learn/brand,"['Corporate Branding', 'Brand Marketing', 'Brand Management', 'Brand Identity']","['Marketing Specialists', 'Marketers', 'Copywriters', 'Marketing Managers', 'Entrepreneurs', 'Marketing Specialists', 'Marketers', 'Copywriters', 'Marketing Managers', 'Entrepreneurs']"
Course,Introduction to Blockchain Technologies,4.8,https://www.coursera.org/learn/introduction-blockchain-technologies,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Introduction to G Suite,4.8,https://www.coursera.org/learn/introduction-g-suite,[],"['IT Managers', 'Security Engineers', 'Technical Support Associates', 'Technical Solutions Engineers', 'Chief Technology Officers (CTOs)']"
Course,Operating Systems and You: Becoming a Power User,4.6,https://www.coursera.org/learn/os-power-user,"['Powershell', 'Linux File Systems', 'Linux', 'Command-Line Interface']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Data Management for Clinical Research,4.7,https://www.coursera.org/learn/clinical-data-management,"['Survey Design', 'Data Collection', 'Data Management', 'Clinical Data Management']","['Pharmacists', 'Medical Doctors', 'Biostatisticians', 'Researchers', 'Dentists']"
Course,Fundamentals of GIS,4.8,https://www.coursera.org/learn/gis,"['Spatial Analysis', 'Data Analysis', 'Data Visualization (DataViz)', 'Software']","['Geologists', 'Biologists', 'Project Coordinators', 'Research Assistants', 'Economists']"
Course,Java Programming: Solving Problems with Software,4.6,https://www.coursera.org/learn/java-programming,"['Algorithms', 'Problem Solving', 'String (Computer Science)', 'Java Programming']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Drug Commercialization,4.7,https://www.coursera.org/learn/drug-commercialization,[],"['Pharmacists', 'Biologists', 'Scientists', 'Researchers', 'Medical Doctors']"
Course,"FinTech: Foundations, Payments, and Regulations",4.7,https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations,[],"['Chief Financial Officers (CFOs)', 'Risk Managers', 'Auditors', 'Financial Advisors', 'Financial Analysts']"
Course,International Women's Health and Human Rights,4.9,https://www.coursera.org/learn/womens-health-human-rights,"['Health Education', 'Reproductive Health', 'Community Health', 'Sexually Transmitted Infections']","['Paralegals', 'Project Coordinators', 'Social Workers', 'Lawyers', 'Nurses']"
Course,The Addicted Brain,4.6,https://www.coursera.org/learn/addiction-and-the-brain,"['Prevention Programs', 'Addiction Treatment', 'Brain', 'Drug And Alcohol Abuse Treatment']","['Psychiatrists', 'Psychologists', 'Nurses', 'Therapists', 'Pharmacists', 'Psychiatrists', 'Psychologists', 'Nurses', 'Therapists', 'Pharmacists']"
Course,Blockchain: Foundations and Use Cases,4.7,https://www.coursera.org/learn/blockchain-foundations-and-use-cases,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Introduction to Web Development,4.6,https://www.coursera.org/learn/web-development,"['Css Code', 'Html', 'JavaScript', 'Cascading Style Sheets (CCS)']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Blockchain Basics,4.6,https://www.coursera.org/learn/blockchain-basics,"['Ethereum', 'Cryptography', 'Blockchains', 'Bitcoin']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Terrorism and Counterterrorism: Comparing Theory and Practice,4.8,https://www.coursera.org/learn/terrorism,"['Terrorism', 'Policy Analysis', 'International Law', 'History']","['Paramedics', 'Translators', 'Risk Managers', 'Writers', 'Lawyers']"
Course,AWS Fundamentals: Addressing Security Risk,4.4,https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk,[],"['Security Engineers', 'Risk Managers', 'IT Support', 'Operations Analysts', 'Chief Technology Officers (CTOs)']"
Course,An Introduction to American Law,4.8,https://www.coursera.org/learn/american-law,"['American Law', 'Common Law', 'Law', 'Constitution']","['Paralegals', 'Lawyers', 'Translators', 'Real Estate Brokers', 'Executive Assistants', 'Paralegals', 'Lawyers', 'Translators', 'Real Estate Brokers', 'Executive Assistants']"
Course,Data Science Math Skills,4.5,https://www.coursera.org/learn/datasciencemathskills,"[""Bayes' Theorem"", 'Bayesian Probability', 'Probability', 'Probability Theory']","['Biostatisticians', 'Data Analysts', 'Data Scientists', 'Data Engineers', 'Geologists']"
Course,Managerial Accounting Fundamentals,4.8,https://www.coursera.org/learn/uva-darden-managerial-accounting,[],"['Chief Financial Officers (CFOs)', 'Accountants', 'Operations Managers', 'Risk Managers', 'Financial Advisors', 'Chief Financial Officers (CFOs)', 'Accountants', 'Operations Managers', 'Risk Managers', 'Financial Advisors']"
Course,Fashion as Design,4.9,https://www.coursera.org/learn/fashion-design,"['Art History', 'Art', 'History', 'Creativity']","['Artists', 'Copywriters', 'Designers', 'Retailers', 'Translators']"
Course,Drug Discovery,4.6,https://www.coursera.org/learn/drug-discovery,"['Pharmacology', 'Drug Development', 'Clinical Development', 'Pharmacokinetics']","['Pharmacists', 'Scientists', 'Biologists', 'Biostatisticians', 'User Experience Researchers', 'Pharmacists', 'Scientists', 'Biologists', 'Biostatisticians', 'User Experience Researchers']"
Course,Entrepreneurship Strategy: From Ideation to Exit,4.8,https://www.coursera.org/learn/entrepreneurship-strategy,[],"['Entrepreneurs', 'Chief Financial Officers (CFOs)', 'Controllers', 'Chief Operations Officers (COOs)', 'Business Developers']"
Course,Diversity and inclusion in the workplace,4.7,https://www.coursera.org/learn/diversity-inclusion-workplace,[],"['Human Resources', 'HR Specialists', 'Operations Managers', 'Public Relations Specialists', 'Social Workers', 'Human Resources', 'HR Specialists', 'Operations Managers', 'Public Relations Specialists', 'Social Workers']"
Course,Continuous Delivery & DevOps,4.7,https://www.coursera.org/learn/uva-darden-continous-delivery-devops,"['Devops', 'Continuous Delivery', 'Unit Testing', 'Infrastructure As Code', 'System Testing']","['IT Managers', 'Technical Leads', 'Software Engineers', 'System Administrators', 'Security Engineers']"
Course,FinTech Law and Policy,4.8,https://www.coursera.org/learn/fintechlawandpolicy,[],"['Lawyers', 'Paralegals', 'Auditors', 'Chief Financial Officers (CFOs)', 'Financial Advisors', 'Lawyers', 'Paralegals', 'Auditors', 'Chief Financial Officers (CFOs)', 'Financial Advisors']"
Course,Biology Meets Programming: Bioinformatics for Beginners,4.5,https://www.coursera.org/learn/bioinformatics,"['Bioinformatics', 'Bioinformatics Algorithms', 'Biology', 'Python Programming']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Wine Tasting: Sensory Techniques for Wine Analysis,4.8,https://www.coursera.org/learn/wine,[],"['Retailers', 'Biologists', 'Chefs', 'Translators', 'Chief Operations Officers (COOs)', 'Retailers', 'Biologists', 'Chefs', 'Translators', 'Chief Operations Officers (COOs)']"
