course_type,course_title,course_rating,course_link,course_skill,course_job
Course,Data Visualization with Python,4.6,https://www.coursera.org/learn/python-for-data-visualization,"['Python Programming', 'Data Virtualization', 'Data Visualization (DataViz)', 'Matplotlib']","['Data Analysts', 'Data Scientists', 'Business Analysts', 'Technical Solutions Engineers', 'Geologists']"
Course,DevOps Culture and Mindset,4.9,https://www.coursera.org/learn/devops-culture-and-mindset,[],"['IT Managers', 'Chief Technology Officers (CTOs)', 'Systems Analysts', 'Program Managers', 'System Administrators']"
Course,Introduction to Embedded Systems Software and Development Environments,4.6,https://www.coursera.org/learn/introduction-embedded-systems,"['Makefile', 'C Programming', 'Embedded C']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Introduction to FPGA Design for Embedded Systems,4.5,https://www.coursera.org/learn/intro-fpga-design-embedded-systems,"['Primality Test', 'Verilog', 'Digital Design', 'Static Timing Analysis']","['Systems Engineers', 'Engineers', 'Security Engineers', 'Machine Learning Engineers', 'Researchers', 'Systems Engineers', 'Engineers', 'Security Engineers', 'Machine Learning Engineers', 'Researchers']"
Course,Introduction to Mathematical Thinking,4.8,https://www.coursera.org/learn/mathematical-thinking,"['Number Theory', 'Real Analysis', 'Mathematical Logic', 'Language']","['Auditors', 'Traders', 'Economists', 'Retailers', 'Machine Learning Engineers']"
Course,"Applied Plotting, Charting & Data Representation in Python",4.5,https://www.coursera.org/learn/python-plotting,"['Python Programming', 'Data Virtualization', 'Data Visualization (DataViz)', 'Matplotlib']","['Data Scientists', 'Risk Managers', 'Data Analysts', 'Process Analysts', 'Scientists']"
Course,Front-End Web UI Frameworks and Tools: Bootstrap 4,4.8,https://www.coursera.org/learn/bootstrap-4,"['Bootstrap (Front-End Framework)', 'Node.Js', 'Jquery', 'SASS (Stylesheet Language)']","['Software Engineers', 'Chief Technology Officers (CTOs)', 'Machine Learning Engineers', 'User Experience Researchers', 'Data Scientists']"
Course,Applied Machine Learning in Python,4.6,https://www.coursera.org/learn/python-machine-learning,"['Python Programming', 'Machine Learning (ML) Algorithms', 'Machine Learning', 'Scikit-Learn']","['Data Scientists', 'Data Analysts', 'Machine Learning Engineers', 'Scientists', 'Risk Managers']"
Course,Introduction to Machine Learning,4.7,https://www.coursera.org/learn/machine-learning-duke,[],"['Biostatisticians', 'IT Managers', 'Machine Learning Engineers', 'Data Scientists', 'Chief Technology Officers (CTOs)', 'Biostatisticians', 'IT Managers', 'Machine Learning Engineers', 'Data Scientists', 'Chief Technology Officers (CTOs)']"
Course,Essential Cloud Infrastructure: Core Services,4.7,https://www.coursera.org/learn/gcp-infrastructure-core-services,"['Debugging', 'Cloud Storage', 'Data Store', 'Google Cloud Platform']","['Technical Solutions Engineers', 'Systems Engineers', 'Technical Leads', 'Chief Technology Officers (CTOs)', 'Consultants']"
Course,Machine Learning with Python,4.7,https://www.coursera.org/learn/machine-learning-with-python,[],"['Data Scientists', 'Data Analysts', 'Machine Learning Engineers', 'Risk Managers', 'Data Engineers']"
Course,The Introduction to Quantum Computing,4.4,https://www.coursera.org/learn/quantum-computing-algorithms,[],"['Machine Learning Engineers', 'Scientists', 'Data Scientists', 'Researchers', 'Data Engineers']"
Course,Getting Started with Go,4.6,https://www.coursera.org/learn/golang-getting-started,[],"['Software Engineers', 'Chief Technology Officers (CTOs)', 'Technical Leads', 'Data Scientists', 'Data Engineers']"
Course,The Strategy of Content Marketing,4.5,https://www.coursera.org/learn/content-marketing,"['Management', 'Content Marketing', 'Copywriting', 'Writing']","['Copywriters', 'Marketing Specialists', 'Marketers', 'Writers', 'Editors']"
Course,Sample-based Learning Methods,4.8,https://www.coursera.org/learn/sample-based-learning-methods,"['Artificial Intelligence (AI)', 'Machine Learning', 'Reinforcement Learning', 'Function Approximation', 'Intelligent Systems']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Process Mining: Data science in Action,4.8,https://www.coursera.org/learn/process-mining,"['Petri Net', 'Process Modeling', 'Process Mining', 'Data Mining']","['Process Analysts', 'Data Scientists', 'Business Analysts', 'IT Managers', 'Auditors']"
Course,Architecting with Google Kubernetes Engine: Foundations,4.7,https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke,[],"['Technical Solutions Engineers', 'Chief Technology Officers (CTOs)', 'Systems Engineers', 'Data Engineers', 'Security Engineers']"
Course,How Google does Machine Learning,4.6,https://www.coursera.org/learn/google-machine-learning,"['Application Programming Interfaces (API)', 'Inclusive ML', 'Machine Learning', 'Google Cloud Platform', 'Bigquery']","['Data Scientists', 'Machine Learning Engineers', 'Data Engineers', 'Chief Technology Officers (CTOs)', 'Software Engineers']"
Course,Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform,4.5,https://www.coursera.org/learn/leveraging-unstructured-data-dataproc-gcp,"['Google Cloud Dataproc', 'Application Programming Interfaces (API)', 'Machine Learning']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Digital Signal Processing,4.7,https://www.coursera.org/learn/dsp,"['Signal Processing', 'Discrete Fourier Transform', 'Data Transmission', 'Ipython', 'Fourier Analysis', 'Convolution', 'Linear Algebra', 'Digital Signal Processing']","['Machine Learning Engineers', 'Systems Engineers', 'Data Scientists', 'Researchers', 'Engineers', 'Machine Learning Engineers', 'Systems Engineers', 'Data Scientists', 'Researchers', 'Engineers']"
Course,"Programming Languages, Part A",4.9,https://www.coursera.org/learn/programming-languages,"['Recursion', 'Higher-Order Function', 'Pattern Matching', 'Functional Programming']","['Software Engineers', 'Data Scientists', 'Technical Solutions Engineers', 'Machine Learning Engineers', 'Retailers']"
Course,Practical Time Series Analysis,4.6,https://www.coursera.org/learn/practical-time-series-analysis,"['Time Series Forecasting', 'Time Series', 'Time Series Models']","['Economists', 'Data Scientists', 'Traders', 'Data Analysts', 'Machine Learning Engineers']"
Course,Design-Led Strategy: Design thinking for business strategy and entrepreneurship,4.7,https://www.coursera.org/learn/design-strategy,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Sports Marketing,4.8,https://www.coursera.org/learn/sports-marketing,[],"['Marketing Managers', 'Marketing Specialists', 'Public Relations Specialists', 'Marketers', 'Community Managers']"
Course,Applied Data Science Capstone,4.7,https://www.coursera.org/learn/applied-data-science-capstone,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Fundamentals of Immunology: Innate Immunity and B-Cell Function,4.6,https://www.coursera.org/learn/immunologyfundamentalsimmunitybcells,[],"['Biostatisticians', 'Scientists', 'Biologists', 'Paramedics', 'Pharmacists']"
Course,Finance for Non-Financial Managers,4.5,https://www.coursera.org/learn/finance-for-non-financial-managers,"['Project', 'Financial Statement', 'Finance', 'Balance Sheet']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Elastic Cloud Infrastructure: Scaling and Automation,4.6,https://www.coursera.org/learn/gcp-infrastructure-scaling-automation,"['Load Balancing', 'Virtual Private Network (VPN)', 'Google Cloud Platform', 'Autoscaling']","['Technical Solutions Engineers', 'Systems Engineers', 'Technical Leads', 'Chief Technology Officers (CTOs)', 'Consultants']"
Course,Bayesian Statistics: Techniques and Models,4.8,https://www.coursera.org/learn/mcmc-bayesian-statistics,"['Gibbs Sampling', 'Bayesian Statistics', 'Bayesian Inference', 'R Programming']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Serverless Data Analysis with Google BigQuery and Cloud Dataflow,4.5,https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp,"['Bigquery', 'Apache Beam', 'Dataflow', 'Publish–Subscribe Pattern']","['Data Engineers', 'Technical Leads', 'Data Scientists', 'Technical Solutions Engineers', 'Chief Technology Officers (CTOs)']"
Course,Mathematics for Machine Learning: PCA,4,https://www.coursera.org/learn/pca-machine-learning,"['Python Programming', 'Principal Component Analysis (PCA)', 'Projection Matrix', 'Mathematical Optimization']","['Machine Learning Engineers', 'Data Scientists', 'Biostatisticians', 'Scientists', 'Data Analysts']"
Course,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,4.7,https://www.coursera.org/learn/crash-course-in-causality,"['Instrumental Variable', 'Propensity Score Matching', 'Causal Inference', 'Causality']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Architecting with Google Kubernetes Engine: Workloads,4.8,https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Object Oriented Programming in Java,4.7,https://www.coursera.org/learn/object-oriented-java,"['Logic Programming', 'Java Programming', 'Object-Oriented Programming (OOP)', 'Sorting Algorithm']","['Machine Learning Engineers', 'Software Engineers', 'Data Engineers', 'Data Scientists', 'Technical Writers']"
Course,API Design and Fundamentals of Google Cloud's Apigee API Platform,4.7,https://www.coursera.org/learn/api-design-apigee-gcp,"['Best Practice', 'Application Programming Interfaces (API)', 'Representational State Transfer (REST)']","['Technical Leads', 'Technical Writers', 'Technical Solutions Engineers', 'Software Engineers', 'Product Managers']"
Course,Excel Skills for Business: Intermediate II,4.8,https://www.coursera.org/learn/excel-intermediate-2,"['Lookup Table', 'Microsoft Excel Vba', 'Data Validation', 'Microsoft Excel Macro']","['Financial Analysts', 'Economists', 'Auditors', 'Accountants', 'Operations Analysts']"
Course,"Graph Search, Shortest Paths, and Data Structures",4.8,https://www.coursera.org/learn/algorithms-graphs-data-structures,"['Graphs', 'Data Structure', 'Algorithms', 'Hash Table']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Municipal Solid Waste Management in Developing Countries,4.8,https://www.coursera.org/learn/solid-waste-management,"['Energy', 'Economy', 'Natural Resources', 'Environmental Protection']","['Biologists', 'Entrepreneurs', 'Community Managers', 'Engineers', 'Technical Solutions Engineers']"
Course,Object-Oriented Design,4.7,https://www.coursera.org/learn/object-oriented-design,"['Object-Oriented Design', 'Object-Oriented Analysis And Design', 'Unified Modeling Language (UML)']","['Software Engineers', 'Machine Learning Engineers', 'Technical Leads', 'Biostatisticians', 'Process Analysts']"
Course,Introduction to Logic,4.5,https://www.coursera.org/learn/logic-introduction,"['Relational Algebra', 'Problem Solving', 'Propositional Calculus', 'Mathematical Logic']","['User Experience Researchers', 'Tutors', 'Entrepreneurs', 'Auditors', 'Data Scientists']"
Course,Elastic Cloud Infrastructure: Containers and Services,4.6,https://www.coursera.org/learn/gcp-infrastructure-containers-services,"['Google Container Engine', 'Google App Engine (GAE)', 'Kubernetes', 'Google Cloud Platform']","['Technical Solutions Engineers', 'Systems Engineers', 'System Administrators', 'Data Engineers', 'Consultants']"
Course,The Art of Music Production,4.8,https://www.coursera.org/learn/producing-music,"['Audio Production', 'Music', 'Music production', 'Songwriting', 'Music recording']","['Musicians', 'Actors', 'Technical Writers', 'Artists', 'Entrepreneurs']"
Course,How Things Work: An Introduction to Physics,4.8,https://www.coursera.org/learn/how-things-work,[],"['Geologists', 'Translators', 'User Experience Researchers', 'Managing Partners', 'Teachers', 'Geologists', 'Translators', 'User Experience Researchers', 'Managing Partners', 'Teachers']"
Course,Reliable Cloud Infrastructure: Design and Process,4.7,https://www.coursera.org/learn/cloud-infrastructure-design-process,"['Disaster Recovery', 'Site Reliability Engineering', 'Google Cloud Platform', 'Cloud Computing']","['Technical Solutions Engineers', 'Systems Engineers', 'System Administrators', 'Consultants', 'Chief Technology Officers (CTOs)']"
Course,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.5,https://www.coursera.org/learn/investment-management,"['Investment Management', 'Portfolio Theories', 'Financial Markets', 'Asset Management']","['Financial Advisors', 'Risk Managers', 'Chief Financial Officers (CFOs)', 'Financial Analysts', 'Economists']"
Course,Getting Started With Application Development,4.5,https://www.coursera.org/learn/getting-started-app-development,"['Cloud Storage', 'Data Store', 'Google Cloud Platform', 'Cloud Computing']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Introduction to Structured Query Language (SQL),4.8,https://www.coursera.org/learn/intro-sql,"['Phpmyadmin', 'MySQL', 'Relational Database', 'SQL']","['Process Analysts', 'Data Analysts', 'Risk Managers', 'Business Analysts', 'Operations Analysts']"
Course,Ecology: Ecosystem Dynamics and Conservation,4.8,https://www.coursera.org/learn/ecology-conservation,[],"['Biologists', 'Retailers', 'Scientists', 'Artists', 'Social Workers']"
Course,Perfect Tenses and Modals,4.7,https://www.coursera.org/learn/perfect-tenses-modals,"['English Grammar', 'Grammar', 'Perfect Tenses', 'Writing']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Nutrition and Lifestyle in Pregnancy,4.8,https://www.coursera.org/learn/nutrition-pregnancy,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Business English: Networking,4.8,https://www.coursera.org/learn/business-english-intro,"['Email Writing', 'Business Communication', 'Communication', 'English Language']","['HR Specialists', 'Human Resources', 'Accountants', 'Process Analysts', 'Risk Managers']"
Course,Building Web Applications in PHP,4.8,https://www.coursera.org/learn/web-applications-php,"['Hypertext Preprocessor (PHP)', 'Html', 'Cascading Style Sheets (CCS)']","['Technical Writers', 'Biostatisticians', 'Auditors', 'Technical Support Associates', 'Machine Learning Engineers', 'Technical Writers', 'Biostatisticians', 'Auditors', 'Technical Support Associates', 'Machine Learning Engineers']"
Course,Front-End Web Development with React,4.7,https://www.coursera.org/learn/front-end-react,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Parallel Programming in Java,4.6,https://www.coursera.org/learn/parallel-programming-in-java,"['Dataflow', 'Parallel Computing', 'Java Concurrency', 'Data Parallelism']","['Software Engineers', 'Machine Learning Engineers', 'Data Engineers', 'Data Scientists', 'Program Managers']"
Course,Launching into Machine Learning,4.6,https://www.coursera.org/learn/launching-machine-learning,"['Tensorflow', 'Bigquery', 'Machine Learning', 'Data Cleansing']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,"Functions, Methods, and Interfaces in Go",4.6,https://www.coursera.org/learn/golang-functions-methods,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Excel Skills for Business: Advanced,4.7,https://www.coursera.org/learn/excel-advanced,"['Dashboard (Business)', 'Financial Modeling', 'Microsoft Excel', 'Data Cleansing']","['Financial Analysts', 'Accountants', 'Economists', 'Controllers', 'Process Analysts', 'Financial Analysts', 'Accountants', 'Economists', 'Controllers', 'Process Analysts']"
Course,"Big Data Essentials: HDFS, MapReduce and Spark RDD",4,https://www.coursera.org/learn/big-data-essentials,"['Python Programming', 'Apache Hadoop', 'Mapreduce', 'Apache Spark']","['Data Engineers', 'Data Scientists', 'Machine Learning Engineers', 'Data Analysts', 'Technical Leads']"
Course,Stochastic processes,4.4,https://www.coursera.org/learn/stochasticprocesses,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Six Sigma and the Organization (Advanced),4.7,https://www.coursera.org/learn/six-sigma-organization-advanced,"['Lean Six Sigma', 'Process Improvement', 'Process Capability', 'Six Sigma']","['Process Analysts', 'Operations Analysts', 'Operations Managers', 'Scientists', 'Chief Operations Officers (COOs)']"
Course,Building Cloud Services with the Java Spring Framework,4.7,https://www.coursera.org/learn/cloud-services-java-spring-framework,"['Hypertext Transfer Protocol (HTTP)', 'Servlets', 'Cloud Services', 'Web Application', 'Java Spring Framework']","['Software Engineers', 'Machine Learning Engineers', 'Data Scientists', 'Data Engineers', 'Engineers']"
Course,Serverless Machine Learning with Tensorflow on Google Cloud Platform,4.5,https://www.coursera.org/learn/serverless-machine-learning-gcp,"['Machine Learning', 'Google Cloud Platform', 'Feature Engineering', 'Tensorflow', 'Cloud Computing']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Guided Tour of Machine Learning in Finance,3.8,https://www.coursera.org/learn/guided-tour-machine-learning-finance,[],"['Risk Managers', 'Traders', 'Data Scientists', 'Machine Learning Engineers', 'Financial Analysts']"
Course,Social Media Data Analytics,4.1,https://www.coursera.org/learn/social-media-data-analytics,"['Python Programming', 'Statistical Analysis', 'Sentiment Analysis', 'R Programming']","['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Managing Security in Google Cloud Platform,4.7,https://www.coursera.org/learn/managing-security-in-google-cloud-platform,[],"['Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers', 'Customer Care Reps', 'Accountants', 'Operations Analysts', 'Auditors', 'Risk Managers']"
Course,Teaching EFL/ESL Reading: A Task Based Approach,4.7,https://www.coursera.org/learn/esl-reading,[],"['Teachers', 'Translators', 'Editors', 'Customer Care Reps', 'Artists']"
Course,Improving your statistical inferences,4.9,https://www.coursera.org/learn/statistical-inferences,"['Likelihood Function', 'Bayesian Statistics', 'P-Value', 'Statistical Inference']","['Biostatisticians', 'Data Scientists', 'Scientists', 'Researchers', 'Risk Managers', 'Biostatisticians', 'Data Scientists', 'Scientists', 'Researchers', 'Risk Managers']"
